Product,Name,Type_HS2,Group_Section,first_target_ECI,growth_at_target,RCA_2022,RelativeRelatedness,PCI_2032,Effort,Added_volume_USD
8427,Fork-Lifts,"Machinery, mechanical appliances, & parts",Machines,1.433,2.644,0.128,-0.647,1.653,1.446,926872603.6691638
2903,Halogenated Hydrocarbons,Organic chemicals,Chemical Products,1.483,2.698,0.56,0.409,0.907,0.7,359166623.40513766
3812,Prepared Rubber Accelerators,Chemical products n.e.s.,Chemical Products,1.483,2.698,0.516,0.508,0.98,0.761,150953664.97621864
8701,Tractors,"Cars, tractors, trucks & parts thereof.",Transportation,1.483,2.698,0.48,-0.39,1.079,0.863,1906021263.3387284
8431,Excavation Machinery,"Machinery, mechanical appliances, & parts",Machines,1.483,2.698,0.354,0.468,1.214,1.01,2097099990.371525
3704,Undeveloped Exposed Photographic Material,Photo & movie goods,Chemical Products,1.483,2.698,0.311,1.081,1.218,1.043,1201522.2771505076
9014,Compasses,"Optical, photo, & film equipment; medical instruments",Instruments,1.483,2.698,0.137,-0.891,1.54,1.446,331850691.58167493
7226,Flat-Rolled Iron,Iron & steel,Metals,1.483,2.698,0.091,-0.598,1.586,1.508,178118252.49771732
3822,Laboratory Reagents,Chemical products n.e.s.,Chemical Products,1.483,2.698,0.088,-1.077,1.682,1.542,1348781571.6939328
9016,Balances,"Optical, photo, & film equipment; medical instruments",Instruments,1.483,2.698,0.053,-0.274,1.596,1.556,18118898.51371783
9022,X-Ray Equipment,"Optical, photo, & film equipment; medical instruments",Instruments,1.483,2.698,0.073,-0.876,1.649,1.557,1155441222.1795368
2919,Phosphoric Esters and Salts,Organic chemicals,Chemical Products,1.483,2.698,0.006,-0.132,1.74,1.633,56167061.570569746
3914,Polymer Ion-Exchangers,Plastics & articles thereof,Plastics and Rubbers,1.483,2.698,0.029,-0.807,1.758,1.633,99043101.18226042
8454,Casting Machines,"Machinery, mechanical appliances, & parts",Machines,1.533,2.753,0.713,-0.63,0.745,0.535,73356565.57142773
8424,Liquid Dispersing Machines,"Machinery, mechanical appliances, & parts",Machines,1.533,2.753,0.306,-0.709,1.238,1.152,900766443.7011068
9612,Ink Ribbons,Misc. manufactures,Miscellaneous,1.533,2.753,0.19,1.392,1.237,1.222,63655198.9646681
8416,Liquid Fuel Furnaces,"Machinery, mechanical appliances, & parts",Machines,1.533,2.753,0.211,-1.58,1.341,1.36,103207119.64486313
8448,Knitting Machine Accessories,"Machinery, mechanical appliances, & parts",Machines,1.533,2.753,0.125,-0.09,1.377,1.419,208615185.18969062
2925,Carboxyimide Compounds,Organic chemicals,Chemical Products,1.533,2.753,0.145,-1.01,1.462,1.439,86608990.71980602
2850,Hydrides and other anions,Inorganic chemicals,Chemical Products,1.533,2.753,0.037,0.187,1.53,1.557,29750911.157497015
2933,Nitrogen Heterocyclic Compounds,Organic chemicals,Chemical Products,1.533,2.753,0.069,-1.31,1.565,1.592,4240694750.3107224
3701,Photographic Plates,Photo & movie goods,Chemical Products,1.533,2.753,0.058,-1.192,1.58,1.603,198643126.9898212
8603,Self-Propelled Rail Transport,Railway and trams,Transportation,1.533,2.753,0.006,0.07,1.6,1.62,278609155.260228
7506,Nickel Sheets,Nickel articles,Metals,1.533,2.753,0.023,-1.896,1.7,1.714,79311150.34359364
4904,Sheet Music,"Books, newspapers, & other prints",Paper Goods,1.533,2.753,0.004,-2.059,1.638,1.759,4471283.719140278
9611,Rubber Stamps,Misc. manufactures,Miscellaneous,1.583,2.807,0.49,-0.198,0.936,0.838,9516576.541861081
8471,Computers,"Machinery, mechanical appliances, & parts",Machines,1.583,2.807,0.316,1.132,1.081,1.033,11381804467.807137
3601,Propellant Powders,"Explosives, matches, & fireworks",Chemical Products,1.583,2.807,0.397,-1.744,1.097,1.068,16122649.76448007
9209,Musical Instrument Parts,Musical instruments,Instruments,1.583,2.807,0.281,0.944,1.162,1.099,58636080.37633459
2929,Other Nitrogen Compounds,Organic chemicals,Chemical Products,1.583,2.807,0.152,0.592,1.319,1.331,253046079.30526295
2936,Vitamins,Organic chemicals,Chemical Products,1.583,2.807,0.188,-1.026,1.286,1.366,411369983.36085474
5502,Artificial Filament Tow,Man-made staple fibres,Textiles,1.583,2.807,0.072,1.555,1.329,1.413,83108576.42410816
9021,Orthopedic Appliances,"Optical, photo, & film equipment; medical instruments",Instruments,1.583,2.807,0.095,0.179,1.4,1.455,2901862149.3131194
7222,Other Stainless Steel Bars,Iron & steel,Metals,1.583,2.807,0.118,-1.171,1.394,1.495,297127068.49796396
2930,Organo-Sulfur Compounds,Organic chemicals,Chemical Products,1.583,2.807,0.052,0.264,1.391,1.525,378296859.5104472
7225,Flat Flat-Rolled Steel,Iron & steel,Metals,1.583,2.807,0.058,-0.487,1.419,1.561,1538854460.3042684
8439,Papermaking Machines,"Machinery, mechanical appliances, & parts",Machines,1.583,2.807,0.083,-1.543,1.491,1.581,257609924.57074842
7221,Hot-Rolled Stainless Steel Bars,Iron & steel,Metals,1.583,2.807,0.039,-0.809,1.446,1.615,87076823.37903783
2843,Precious Metal Compounds,Inorganic chemicals,Chemical Products,1.583,2.807,0.029,-0.644,1.476,1.622,515912661.0778798
3002,"Vaccines, blood, antisera, toxins and cultures",Pharmaceutical products,Chemical Products,1.583,2.807,0.014,-1.327,1.529,1.693,13544487043.504852
8422,Washing and Bottling Machines,"Machinery, mechanical appliances, & parts",Machines,1.633,2.861,0.452,-0.761,0.997,0.926,1142800079.6604688
8426,Cranes,"Machinery, mechanical appliances, & parts",Machines,1.633,2.861,0.386,-0.379,1.038,1.007,502212801.6520599
8507,Electric Batteries,Electrical machinery and electronics,Machines,1.633,2.861,0.315,1.395,1.022,1.019,3130907479.3342357
3807,"Wood Tar, Oils and Pitch",Chemical products n.e.s.,Chemical Products,1.633,2.861,0.446,-2.469,1.056,1.033,5043962.435743141
8508,Vacuum Cleaners,Electrical machinery and electronics,Machines,1.633,2.861,0.206,0.717,1.181,1.233,884635613.1496308
9011,Microscopes,"Optical, photo, & film equipment; medical instruments",Instruments,1.633,2.861,0.2,0.763,1.155,1.241,116211733.6833461
5910,Conveyor Belt Textiles,"Coated, covered, & laminated fabrics for industrial use",Textiles,1.633,2.861,0.224,-0.345,1.205,1.265,26153009.99095473
4801,Newsprint,Paper articles,Paper Goods,1.633,2.861,0.244,-2.233,1.264,1.345,324977618.74702716
3507,Enzymes,"Glues, starches, & albuminoid products",Chemical Products,1.633,2.861,0.211,-1.35,1.239,1.347,286642165.8852815
8204,Wrenches,Tools & cutlery,Metals,1.633,2.861,0.106,-1.356,1.378,1.528,120064219.33721188
2924,Carboxyamide Compounds,Organic chemicals,Chemical Products,1.633,2.861,0.074,-0.638,1.376,1.54,413552947.3588799
2934,Nucleic Acids,Organic chemicals,Chemical Products,1.633,2.861,0.04,-0.795,1.388,1.612,1207322755.6963255
2812,Halides,Inorganic chemicals,Chemical Products,1.633,2.861,0.016,-0.12,1.347,1.614,29458174.21640127
2928,Hydrazine or Hydroxylamine Derivatives,Organic chemicals,Chemical Products,1.633,2.861,0.042,-1.063,1.36,1.625,75126030.09702182
2912,"Aldehydes, cyclic polymers, and paraformaldehyde",Organic chemicals,Chemical Products,1.633,2.861,0.024,-0.784,1.35,1.641,130253089.24643312
3821,Micro-Organism Culture Preparations,Chemical products n.e.s.,Chemical Products,1.633,2.861,0.029,-1.297,1.385,1.664,165488726.83196834
2911,Acetals and Hemiacetals,Organic chemicals,Chemical Products,1.633,2.861,0.006,-0.851,1.327,1.679,4379891.010226179
8303,Safes,Miscellaneous metal products,Metals,1.683,2.915,0.585,0.093,0.788,0.682,39214436.98801735
9018,Medical Instruments,"Optical, photo, & film equipment; medical instruments",Instruments,1.683,2.915,0.465,-0.271,0.893,0.879,4824028353.323701
8707,Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),"Cars, tractors, trucks & parts thereof.",Transportation,1.683,2.915,0.42,-0.115,0.91,0.939,297475179.487772
7109,Gold Clad Metals,"Precious stones, metals, & pearls",Precious Metals,1.683,2.915,0.329,1.667,0.926,0.983,3622232.5196261057
6903,Refractory Ceramics,Ceramic products,Stone And Glass,1.683,2.915,0.385,0.061,0.915,0.984,78740172.41277806
7018,Glass Beads,Glass & glassware,Stone And Glass,1.683,2.915,0.394,-0.259,0.933,0.988,49892149.20316159
3909,Amino-resins,Plastics & articles thereof,Plastics and Rubbers,1.683,2.915,0.336,0.693,0.971,1.025,680950261.6904764
7611,Large Aluminium Containers,Aluminum articles,Metals,1.683,2.915,0.326,-0.27,1.017,1.096,9413715.06496557
3212,Nonaqueous Pigments,"Paints, dyes, & varnishes",Chemical Products,1.683,2.915,0.304,0.305,0.981,1.098,81189675.80828515
8425,Pulley Systems,"Machinery, mechanical appliances, & parts",Machines,1.683,2.915,0.36,-1.3,0.966,1.1,282487562.87203985
9301,Military Weapons,Weapons,Weapons,1.683,2.915,0.27,0.35,0.999,1.15,55468548.108862996
7004,Blown Glass,Glass & glassware,Stone And Glass,1.683,2.915,0.228,0.621,1.026,1.202,25592955.597453225
8459,Drilling Machines,"Machinery, mechanical appliances, & parts",Machines,1.683,2.915,0.258,-0.222,1.097,1.203,111157065.14994352
2932,Oxygen Heterocyclic Compounds,Organic chemicals,Chemical Products,1.683,2.915,0.156,-0.374,1.11,1.381,407831495.53791064
8441,Other Paper Machinery,"Machinery, mechanical appliances, & parts",Machines,1.683,2.915,0.153,-0.29,1.149,1.381,328051439.04711074
7508,Other Nickel Products,Nickel articles,Metals,1.683,2.915,0.175,-1.316,1.165,1.405,93777187.06102432
2921,Amine Compounds,Organic chemicals,Chemical Products,1.683,2.915,0.11,-0.14,1.122,1.447,473183731.0095753
5905,Textile Wall Coverings,"Coated, covered, & laminated fabrics for industrial use",Textiles,1.683,2.915,0.115,-0.954,1.152,1.488,5367730.9095217185
8475,Glass Working Machines,"Machinery, mechanical appliances, & parts",Machines,1.683,2.915,0.074,-0.041,1.224,1.505,214246367.7109784
9205,Wind Instruments,Musical instruments,Instruments,1.683,2.915,0.034,-0.642,1.23,1.614,35139690.87640335
7507,Nickel Pipes,Nickel articles,Metals,1.683,2.915,0.041,-0.923,1.28,1.617,54108850.54145657
2935,Sulfonamides,Organic chemicals,Chemical Products,1.683,2.915,0.0,-1.337,1.37,1.719,515812023.6272169
7505,Nickel Bars,Nickel articles,Metals,1.683,2.915,0.021,-1.984,1.356,1.722,159400434.0730582
8302,Metal Mountings,Miscellaneous metal products,Metals,1.733,2.969,0.726,-0.612,0.68,0.515,1033023964.8052776
9007,Video Cameras,"Optical, photo, & film equipment; medical instruments",Instruments,1.733,2.969,0.583,0.105,0.773,0.684,20031635.175578274
8468,Soldering and Welding Machinery,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.512,0.428,0.784,0.77,30837028.47100094
8503,Electric Motor Parts,Electrical machinery and electronics,Machines,1.733,2.969,0.484,0.464,0.785,0.81,674823184.5972986
8211,Knives,Tools & cutlery,Metals,1.733,2.969,0.512,-0.445,0.809,0.818,105453578.17031649
3506,Glues,"Glues, starches, & albuminoid products",Chemical Products,1.733,2.969,0.429,0.814,0.857,0.875,409971196.4971935
7003,Cast or Rolled Glass,Glass & glassware,Stone And Glass,1.733,2.969,0.395,1.684,0.844,0.88,92465610.6164685
7002,Glass Balls,Glass & glassware,Stone And Glass,1.733,2.969,0.425,0.387,0.843,0.905,48704187.70224306
8539,Electric Filament,Electrical machinery and electronics,Machines,1.733,2.969,0.404,0.733,0.872,0.917,258074765.82359266
8412,Other Engines,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.378,0.361,0.837,0.978,857921291.2549822
3813,Fire Extinguishers Preparations,Chemical products n.e.s.,Chemical Products,1.733,2.969,0.332,-1.365,0.883,1.148,11043502.99287667
8803,"Aircraft parts (gliders, balloons, and powered aircraft)",Aircraft and Spacecraft,Transportation,1.733,2.969,0.285,-0.479,0.887,1.173,2799046882.483986
8530,Traffic Signals,Electrical machinery and electronics,Machines,1.733,2.969,0.267,-0.205,0.923,1.186,100223772.56862502
8716,"Trailers and semi-trailers, not mechanically propelled vehicles","Cars, tractors, trucks & parts thereof.",Transportation,1.733,2.969,0.241,-0.006,0.901,1.218,1235249779.5705817
9101,Precious Metal Watches,"Clocks, watches, & parts",Instruments,1.733,2.969,0.214,0.242,0.964,1.247,534934112.8548878
8509,Other Domestic Electric Housewares,Electrical machinery and electronics,Machines,1.733,2.969,0.193,0.788,0.988,1.252,1239920054.7942348
9402,Medical Furniture,"Furniture, bedding, lamps, & prefab buildings",Miscellaneous,1.733,2.969,0.227,-0.566,0.942,1.274,193350735.06761342
8411,Gas Turbines,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.236,-0.923,1.049,1.279,5895624460.574667
3905,Other Vinyl Polymers,Plastics & articles thereof,Plastics and Rubbers,1.733,2.969,0.168,0.668,0.938,1.3,227327231.8054435
8423,Scales,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.191,-0.292,0.993,1.318,197115728.15501466
8463,Other Non-Metal Removal Machinery,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.19,-0.448,1.037,1.329,76189662.22164962
8445,Textile Fiber Machinery,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.188,-0.596,1.061,1.34,149052716.745789
8436,Other Agricultural Machinery,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.146,-0.475,0.994,1.404,363858629.00389844
8104,Magnesium,Cermet articles,Metals,1.733,2.969,0.117,-0.157,1.02,1.435,108345668.94321916
9508,Fairground Amusements,"Toys, games, & sports",Miscellaneous,1.733,2.969,0.051,0.008,1.104,1.542,66548768.344497874
1105,Potato Flours,Products of the milling industry,Vegetable Products,1.733,2.969,0.088,-1.411,1.06,1.564,44692465.079545654
7107,Silver Clad Metals,"Precious stones, metals, & pearls",Precious Metals,1.733,2.969,0.046,-0.262,1.036,1.568,6543765.305996041
8465,Woodworking machines,"Machinery, mechanical appliances, & parts",Machines,1.733,2.969,0.065,-1.134,1.144,1.587,389249854.8669867
2908,Phenol Derivatives,Organic chemicals,Chemical Products,1.733,2.969,0.018,-0.672,1.091,1.645,38501698.08742701
4902,Newspapers,"Books, newspapers, & other prints",Paper Goods,1.733,2.969,0.019,-1.114,1.198,1.671,136151681.6994825
2937,Hormones,Organic chemicals,Chemical Products,1.733,2.969,0.001,-1.836,1.19,1.75,1016109429.6869847
4704,Sulfite Chemical Woodpulp,Wood pulp & paper scrap,Paper Goods,1.733,2.969,0.004,-2.115,1.227,1.763,26702582.396984864
8311,Coated Metal Soldering Products,Miscellaneous metal products,Metals,1.783,3.023,0.757,1.295,0.624,0.373,76505071.70835097
9616,Scent Sprays,Misc. manufactures,Miscellaneous,1.783,3.023,0.617,-1.397,0.664,0.714,55121252.95721052
3504,Peptones,"Glues, starches, & albuminoid products",Chemical Products,1.783,3.023,0.575,-1.811,0.723,0.8,128812006.12068473
7007,Safety Glass,Glass & glassware,Stone And Glass,1.783,3.023,0.415,0.752,0.78,0.9,375025160.22722346
7219,Large Flat-Rolled Stainless Steel,Iron & steel,Metals,1.783,3.023,0.438,-0.421,0.792,0.93,1108012848.518614
8432,Soil Preparation Machinery,"Machinery, mechanical appliances, & parts",Machines,1.783,3.023,0.428,-0.432,0.801,0.946,342770096.6220453
